"time","event","a","z","survival","weight"
0.08,0,0.999419555683337,-0.704595584786561,0.979771573574597,0
0.43,1,0.919467075129159,-0.0518298383390297,0.766677564696974,1.30432928527815
0.2,1,0.715069039371291,0.62735104717072,0.800789193860883,1.24876809985241
0.01,0,0.413889763675022,0.986801721610773,0.990665443999908,0
0.65,0,0.0566924501099983,0.843327719097673,0.304221536974776,0
0.3,0,-0.308177920621107,0.270050736508166,0.693357279637558,0
0.59,1,-0.631337855524132,-0.440857926737133,0.654497297498245,1.52789018964999
0.27,1,-0.869049173421728,-0.927082820658861,0.856462747939281,1.16759310595362
0.48,0,-0.989138762590665,-0.940818846880188,0.777287182659814,0
1.95,1,-0.975353060502657,-0.475065423218603,0.185276793303666,5.39733002805706
0.63,0,-0.829557897263664,0.232805661236906,0.430873743702057,0
0.16,0,-0.571485964262055,0.822027062168042,0.704662539377343,0
0.2,1,-0.236066086959423,0.99230138828785,0.659871138163304,1.5154473989928
0.63,0,0.131304227777084,0.656848125758732,0.410051044353054,0
0.37,0,0.480903131259947,-0.0133685692006335,0.763444512297832,0
0.67,1,0.765414051945343,-0.676771956887308,0.755409324432094,1.3237856188124
0.35,1,0.946329771419577,-0.995257707793899,0.914522345241928,1.0934669942214
0.13,1,0.999164195765817,-0.806509178281584,0.962849309208129,1.03858411740714
2.27,1,0.916766433506288,-0.206722282029362,0.240366700696776,4.16031004752821
0.76,0,0.710288635217441,0.49842087235639,0.367939258548397,0
0.15,0,0.407676602266526,0.949543233378118,0.771574886319344,0
0.4,1,0.0498874536962397,0.916729750509927,0.452782181393017,2.20856747702268
0.15,1,-0.314653727699208,0.416703854517871,0.813691489111174,1.22896701438077
0.21,0,-0.636608003157939,-0.295695659019612,0.834708522243603,0
1.57,1,-0.872400371852385,-0.857393526489687,0.364880138944156,2.74062601185604
0.92,1,-0.990117442831766,-0.982119758333023,0.55153298724758,1.8131281775012
0.2,0,-0.973826762774764,-0.606307481404106,0.876924008599658,0
0.14,1,-0.825733198804061,0.0785101281479555,0.841375025271933,1.18853064324889
0.35,0,-0.565880520064773,0.723314957045461,0.521045974509771,0
0.08,0,-0.229438567600248,0.999481453498954,0.874339712530764,0
0.65,1,0.138056818643993,0.766261032486265,0.338322042826892,2.95576366128667
0.3,1,0.48686686213859,0.142514760347288,0.77634922286155,1.2880801198127
0.07,1,0.769781759838422,-0.55386432975205,0.977582487979862,1.02293158101314
1.65,1,0.948510307553607,-0.967965802153537,0.602353679890081,1.66015421402005
0.87,1,0.998862434804415,-0.888742346468015,0.712949022491285,1.40262482793743
0.2,0,0.914023217379954,-0.356570291582233,0.915372999252767,0
0.26,1,0.705475245359867,0.35732823862057,0.773151642962312,1.29340732714287
0.06,1,0.401444508414302,0.889114004892288,0.914155290992671,1.09390604621903
0.05,0,0.0430801405161899,0.967761755803559,0.907861120136252,0
0.84,0,-0.32111492230272,0.553188571093992,0.204334909762317,0
0.45,0,-0.64184858680615,-0.143317830105605,0.656233538671765,0
0.08,0,-0.875711056133205,-0.766782127882607,0.965036057808811,0
0.05,1,-0.991050142158908,-0.999454997641691,0.975901621218855,1.0246934509147
0.55,0,-0.97225524066979,-0.722754433193878,0.722840131070928,0
0.03,0,-0.821870153411536,-0.0777012079530126,0.977787155143989,0
0.64,1,-0.56024879645621,0.606952530798146,0.318683733506947,3.13790725681391
0.22,0,-0.222800393146455,0.982272186731453,0.595692512821414,0
0.01,0,0.144802998171778,0.856975648577048,0.990900761316919,0
1.1,0,0.49280798298904,0.294920446773561,0.283761380801184,0
0.7,0,0.774113719175487,-0.417441313249495,0.685094653677787,0
0.41,1,0.950646795003157,-0.917053609003074,0.88708682113491,1.12728537520221
0.17,1,0.998514286812866,-0.949288436764644,0.954024011286366,1.04819164734821
0.72,0,0.911237554144728,-0.497717278034913,0.70410538167315,0
1.3,1,0.700629093331709,0.207516086371887,0.282198375083456,3.54360651334106
0.68,0,0.395193771535906,0.806988629313147,0.302536315080601,0
0.18,0,0.0362708267005097,0.995178452723169,0.693863693698872,0
0.21,1,-0.327561204374667,0.676174388155819,0.683261360860819,1.46356878536221
0.74,0,-0.647059363096802,0.0125572384266679,0.375723281221337,0
0.35,0,-0.878981072516479,-0.657459722876431,0.805010982127909,0
1.06,1,-0.991936817257669,-0.992401550547201,0.536227591377657,1.86487979372869
0.57,1,-0.970638567169,-0.821564741753839,0.720021482489651,1.38884745013753
0.21,1,-0.81796894048537,-0.232016480300865,0.816639805641127,1.22453007200025
1.41,0,-0.554591054972806,0.475779257669124,0.0905249916451515,0
0.42,0,-0.216151871873929,0.94109352826421,0.41380561858129,0
0.15,0,0.151542453068822,0.926778357280699,0.758598709329703,0
0.36,1,0.498726217906486,0.440129488721396,0.680163408963869,1.4702349271087
0.12,1,0.77840972878096,-0.270831899856061,0.940532449164204,1.06322753764492
0.55,0,0.952739134550049,-0.84376348694372,0.85526837734085,0
1,1,0.998119767959113,-0.986670004351369,0.72021970209749,1.38846521011257
0.58,1,0.908409573166414,-0.626718974664558,0.809422416566282,1.2354488577697
0.25,0,0.695750404187591,0.0526401295836533,0.831744145240681,0
0.11,1,0.388924681914674,0.70517112886828,0.849812184730869,1.17673059761634
0.36,0,0.0294598284727693,0.998310819426899,0.482030456717784,0
0.09,0,-0.333992274550629,0.78266020757343,0.822220870407673,0
0.81,1,-0.652240090042182,0.168125885408396,0.296724657187785,3.37012774562627
0.43,1,-0.882210269143113,-0.532093995217632,0.730552078649772,1.36882780738675
0.12,1,-0.992777426950981,-0.96113153516358,0.942004737922218,1.06156578597014
2.01,0,-0.968976817350483,-0.900327239363026,0.312918307424682,0
0.58,0,-0.814029741197335,-0.380670089850719,0.632375398642359,0
0.08,0,-0.548907558359277,0.332996025972873,0.91999854298524,0
0.33,1,-0.209493312539054,0.876950319125822,0.514902107876963,1.94211673384517
0.07,1,0.15827487035578,0.973965833908581,0.900705624665898,1.11024065201206
0.08,0,0.504621292048935,0.57459849724848,0.929517787132334,0
0.88,1,0.782669589148763,-0.11761365035779,0.491510932231851,2.03454274243546
0.48,1,0.954787229026332,-0.7498838604744,0.853633674853145,1.17146268880739
0.2,0,0.997678896564556,-0.99997486475637,0.952041890398592,0
0.04,1,0.90553940577605,-0.740427483935036,0.990997500877548,1.00908428034832
0.66,0,0.690839404493141,-0.103520350885639,0.644022819099086,0
0.04,0,0.382637530686236,0.58614605273155,0.966557385381035,0
0.56,1,0.0226474621347629,0.977082419947726,0.331888617847348,3.0130590391622
0.23,0,-0.340407834172615,0.870047563920897,0.602536038025311,0
0.02,0,-0.657390527050069,0.319591926965013,0.977805608670972,0
1.08,0,-0.885398496049662,-0.393744117580121,0.362830319218017,0
0.53,0,-0.993571932201051,-0.906408001954142,0.764097773972814,0
0.67,1,-0.967270068385664,-0.957119964693462,0.679955803015918,1.47068382321989
0.28,1,-0.810052738483301,-0.520034593371436,0.805208619889636,1.24191417639948
